"applicants","year","row_num","col_num","branch_type","grouping_title","reader_name","grouping_nametag","pct_change_vs_prior_record","academic_rating","non_academic_rating","onetest","rejected","confirm_admit","admit","admit_and_cancel","race_african_american","race_asian","race_hispanic","race_white","race_foreign","race_native_unknown","male","female","catholic","legacy","sibling","athlete","first_generation","public_school","catholic_school","private_school","na_school","science","arts","business","engineering","architecture","status_rotation","rejected_pct","confirm_admit_pct","admit_pct","admit_and_cancel_pct","race_rotation","african_american_pct","asian_pct","hispanic_pct","white_pct","foreign_pct","native_unknown_pct","cohort_rotation","male_pct","female_pct","catholic_pct","legacy_pct","sibling_pct","athlete_pct","first_generation_pct","hs_rotation","public_school_pct","catholic_school_pct","private_school_pct","na_school_pct","college_rotation","science_pct","arts_pct","business_pct","engineering_pct","architecture_pct"
"10242",2014,"2","6","Race","White","TOTAL","2014 White - 10242 applicants","-0.012819277","9.5315","8.5837","1361.7672","7897","1396","122","827","0","0","0","10242","0","0","5284","4958","7839","1178","765","168","917","5389","3598","831","424","2854","2884","2287","2060","157","1.0000","0.7710","0.1363","0.0119","0.0807","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","2.0000","0.5159","0.4841","0.7654","0.1150","0.0747","0.0164","0.0895","3.0000","0.5262","0.3513","0.0811","0.0414","4.0000","0.2787","0.2816","0.2233","0.2011","0.0153"
"10148",2015,"2","6","Race","White","TOTAL","2015 White - 10148 applicants","-0.009177895","9.5659","8.2929","1360.0995","7993","1354","36","765","0","0","0","10148","0","0","5197","4951","7870","1235","768","132","1032","5350","3523","839","436","2717","2780","2400","2106","145","1.0000","0.7876","0.1334","0.0035","0.0754","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","2.0000","0.5121","0.4879","0.7755","0.1217","0.0757","0.0130","0.1017","3.0000","0.5272","0.3472","0.0827","0.0430","4.0000","0.2677","0.2739","0.2365","0.2075","0.0143"
"9672",2016,"2","6","Race","White","TOTAL","2016 White - 9672 applicants","-0.046905794","9.557692308","8.370450786","1357.324235","7550","316","1787","19","0","0","0","9672","0","0","4976","4696","7408","1082","662","129","1009","5144","3291","773","464","2759","2530","2293","1954","136","1.0000","0.7806","0.0327","0.1848","0.0020","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","2.0000","0.5145","0.4855","0.7659","0.1119","0.0684","0.0133","0.1043","3.0000","0.5318","0.3403","0.0799","0.0480","4.0000","0.2853","0.2616","0.2371","0.2020","0.0141"
"62",2010,"2.3","1","Race","African American/Black","Alyssa O'Rourke","(Alyssa O'Rourke) 2010 African American/Black - 62 applicants","0","14.36290323","9.830645161","1144.032258","41","4","9","8","62","0","0","0","0","0","32","30","21","0","1","2","16","29","24","6","3","13","30","10","6","3","1.0000","0.6613","0.0645","0.1452","0.1290","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0000","0.5161","0.4839","0.3387","0.0000","0.0161","0.0323","0.2581","3.0000","0.4677","0.3871","0.0968","0.0484","4.0000","0.2097","0.4839","0.1613","0.0968","0.0484"
"59",2013,"2.3","1","Race","African American/Black","Alyssa O'Rourke","(Alyssa O'Rourke) 2013 African American/Black - 59 applicants","-0.048387097","14.48305085","9.186440678","1156.779661","38","11","6","4","59","0","0","0","0","0","19","40","16","1","0","1","24","32","12","8","7","8","28","12","11","0","1.0000","0.6441","0.1864","0.1017","0.0678","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0000","0.3220","0.6780","0.2712","0.0169","0.0000","0.0169","0.4068","3.0000","0.5424","0.2034","0.1356","0.1186","4.0000","0.1356","0.4746","0.2034","0.1864","0.0000"
"59",2014,"2.3","1","Race","African American/Black","Alyssa O'Rourke","(Alyssa O'Rourke) 2014 African American/Black - 59 applicants","0","14.57627119","9.991525424","1125.423729","43","5","5","6","59","0","0","0","0","0","26","33","26","1","1","1","27","30","14","7","8","15","22","13","8","1","1.0000","0.7288","0.0847","0.0847","0.1017","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0000","0.4407","0.5593","0.4407","0.0169","0.0169","0.0169","0.4576","3.0000","0.5085","0.2373","0.1186","0.1356","4.0000","0.2542","0.3729","0.2203","0.1356","0.0169"
"66",2016,"2.3","1","Race","African American/Black","Alyssa O'Rourke","(Alyssa O'Rourke) 2016 African American/Black - 66 applicants","0.118644068","14.84090909","9.462121212","1127.575758","49","1","16","0","66","0","0","0","0","0","26","40","23","2","4","2","26","27","23","8","8","19","24","18","5","0","1.0000","0.7424","0.0152","0.2424","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","2.0000","0.3939","0.6061","0.3485","0.0303","0.0606","0.0303","0.3939","3.0000","0.4091","0.3485","0.1212","0.1212","4.0000","0.2879","0.3636","0.2727","0.0758","0.0000"
"223",2010,"2.3","2","Race","Asian","Alyssa O'Rourke","(Alyssa O'Rourke) 2010 Asian - 223 applicants","0","10.20852018","9.948430493","1348.565022","159","21","26","17","0","223","0","0","0","0","104","119","91","3","3","1","56","175","28","14","6","72","84","38","21","8","1.0000","0.7130","0.0942","0.1166","0.0762","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2.0000","0.4664","0.5336","0.4081","0.0135","0.0135","0.0045","0.2511","3.0000","0.7848","0.1256","0.0628","0.0269","4.0000","0.3229","0.3767","0.1704","0.0942","0.0359"
"291",2013,"2.3","2","Race","Asian","Alyssa O'Rourke","(Alyssa O'Rourke) 2013 Asian - 291 applicants","0.304932735","9.718213058","8.443298969","1375.257732","218","18","31","24","0","291","0","0","0","0","135","156","98","6","8","0","72","225","29","27","10","61","90","76","55","9","1.0000","0.7491","0.0619","0.1065","0.0825","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2.0000","0.4639","0.5361","0.3368","0.0206","0.0275","0.0000","0.2474","3.0000","0.7732","0.0997","0.0928","0.0344","4.0000","0.2096","0.3093","0.2612","0.1890","0.0309"
"308",2014,"2.3","2","Race","Asian","Alyssa O'Rourke","(Alyssa O'Rourke) 2014 Asian - 308 applicants","0.058419244","9.12012987","8.590909091","1378.019481","246","29","13","20","0","308","0","0","0","0","131","177","118","5","8","1","84","231","41","21","15","72","98","81","49","8","1.0000","0.7987","0.0942","0.0422","0.0649","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2.0000","0.4253","0.5747","0.3831","0.0162","0.0260","0.0032","0.2727","3.0000","0.7500","0.1331","0.0682","0.0487","4.0000","0.2338","0.3182","0.2630","0.1591","0.0260"
"268",2016,"2.3","2","Race","Asian","Alyssa O'Rourke","(Alyssa O'Rourke) 2016 Asian - 268 applicants","-0.12987013","9.667910448","8.587686567","1379.776119","214","2","52","0","0","268","0","0","0","0","134","134","105","8","10","1","60","204","40","7","17","64","96","62","44","2","1.0000","0.7985","0.0075","0.1940","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2.0000","0.5000","0.5000","0.3918","0.0299","0.0373","0.0037","0.2239","3.0000","0.7612","0.1493","0.0261","0.0634","4.0000","0.2388","0.3582","0.2313","0.1642","0.0075"
"313",2010,"2.3","3","Race","Hispanic/Latino","Alyssa O'Rourke","(Alyssa O'Rourke) 2010 Hispanic/Latino - 313 applicants","0","12.95846645","9.96485623","1214.85623","223","45","25","20","0","0","313","0","0","0","144","169","253","6","14","0","123","171","99","15","28","76","145","38","46","8","1.0000","0.7125","0.1438","0.0799","0.0639","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2.0000","0.4601","0.5399","0.8083","0.0192","0.0447","0.0000","0.3930","3.0000","0.5463","0.3163","0.0479","0.0895","4.0000","0.2428","0.4633","0.1214","0.1470","0.0256"
"481",2013,"2.3","3","Race","Hispanic/Latino","Alyssa O'Rourke","(Alyssa O'Rourke) 2013 Hispanic/Latino - 481 applicants","0.536741214","13.94906445","9.318087318","1183.742204","418","27","17","19","0","0","481","0","0","0","219","262","371","4","18","2","257","233","151","27","70","117","203","59","94","8","1.0000","0.8690","0.0561","0.0353","0.0395","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2.0000","0.4553","0.5447","0.7713","0.0083","0.0374","0.0042","0.5343","3.0000","0.4844","0.3139","0.0561","0.1455","4.0000","0.2432","0.4220","0.1227","0.1954","0.0166"
"464",2014,"2.3","3","Race","Hispanic/Latino","Alyssa O'Rourke","(Alyssa O'Rourke) 2014 Hispanic/Latino - 464 applicants","-0.035343035","13.56142241","9.455818966","1182.176724","380","45","10","29","0","0","464","0","0","0","207","257","365","13","12","1","263","247","121","26","70","130","149","79","89","17","1.0000","0.8190","0.0970","0.0216","0.0625","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2.0000","0.4461","0.5539","0.7866","0.0280","0.0259","0.0022","0.5668","3.0000","0.5323","0.2608","0.0560","0.1509","4.0000","0.2802","0.3211","0.1703","0.1918","0.0366"
"533",2016,"2.3","3","Race","Hispanic/Latino","Alyssa O'Rourke","(Alyssa O'Rourke) 2016 Hispanic/Latino - 533 applicants","0.148706897","13.4793621","9.393996248","1182.213884","461","3","68","1","0","0","533","0","0","0","224","309","447","10","16","3","276","284","150","25","74","164","180","88","92","9","1.0000","0.8649","0.0056","0.1276","0.0019","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","2.0000","0.4203","0.5797","0.8386","0.0188","0.0300","0.0056","0.5178","3.0000","0.5328","0.2814","0.0469","0.1388","4.0000","0.3077","0.3377","0.1651","0.1726","0.0169"
"46",2010,"2.3","4","Race","Native or Unknown","Alyssa O'Rourke","(Alyssa O'Rourke) 2010 Native or Unknown - 46 applicants","0","12.35869565","9.347826087","1228.695652","27","14","4","1","0","0","0","0","0","46","21","25","30","4","0","2","11","20","15","8","3","10","25","8","3","0","1.0000","0.5870","0.3043","0.0870","0.0217","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","2.0000","0.4565","0.5435","0.6522","0.0870","0.0000","0.0435","0.2391","3.0000","0.4348","0.3261","0.1739","0.0652","4.0000","0.2174","0.5435","0.1739","0.0652","0.0000"
"39",2013,"2.3","4","Race","Native or Unknown","Alyssa O'Rourke","(Alyssa O'Rourke) 2013 Native or Unknown - 39 applicants","-0.152173913","11.05128205","8.141025641","1307.692308","27","6","3","3","0","0","0","0","0","39","16","23","21","1","4","1","9","21","10","5","3","6","18","4","11","0","1.0000","0.6923","0.1538","0.0769","0.0769","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","2.0000","0.4103","0.5897","0.5385","0.0256","0.1026","0.0256","0.2308","3.0000","0.5385","0.2564","0.1282","0.0769","4.0000","0.1538","0.4615","0.1026","0.2821","0.0000"
"66",2014,"2.3","4","Race","Native or Unknown","Alyssa O'Rourke","(Alyssa O'Rourke) 2014 Native or Unknown - 66 applicants","0.692307692","11.74242424","9.378787879","1279.393939","58","3","0","5","0","0","0","0","0","66","33","33","35","2","2","1","19","40","12","8","6","16","16","21","12","1","1.0000","0.8788","0.0455","0.0000","0.0758","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","2.0000","0.5000","0.5000","0.5303","0.0303","0.0303","0.0152","0.2879","3.0000","0.6061","0.1818","0.1212","0.0909","4.0000","0.2424","0.2424","0.3182","0.1818","0.0152"
"76",2016,"2.3","4","Race","Native or Unknown","Alyssa O'Rourke","(Alyssa O'Rourke) 2016 Native or Unknown - 76 applicants","0.151515152","10.81578947","8.447368421","1325.921053","60","1","15","0","0","0","0","0","0","76","35","41","43","1","3","1","9","36","24","10","6","19","20","22","13","2","1.0000","0.7895","0.0132","0.1974","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","2.0000","0.4605","0.5395","0.5658","0.0132","0.0395","0.0132","0.1184","3.0000","0.4737","0.3158","0.1316","0.0789","4.0000","0.2500","0.2632","0.2895","0.1711","0.0263"
"33",2010,"2.3","5","Race","Non-Resident Alien","Alyssa O'Rourke","(Alyssa O'Rourke) 2010 Non-Resident Alien - 33 applicants","0","11.27272727","10.22727273","1303.030303","33","0","0","0","0","0","0","0","33","0","22","11","15","1","0","0","6","8","8","12","5","10","9","10","2","2","1.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","2.0000","0.6667","0.3333","0.4545","0.0303","0.0000","0.0000","0.1818","3.0000","0.2424","0.2424","0.3636","0.1515","4.0000","0.3030","0.2727","0.3030","0.0606","0.0606"
"47",2013,"2.3","5","Race","Non-Resident Alien","Alyssa O'Rourke","(Alyssa O'Rourke) 2013 Non-Resident Alien - 47 applicants","0.424242424","11.59574468","9.425531915","1289.148936","43","1","1","2","0","0","0","0","47","0","24","23","14","0","0","0","18","22","7","12","6","13","14","11","8","1","1.0000","0.9149","0.0213","0.0213","0.0426","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","2.0000","0.5106","0.4894","0.2979","0.0000","0.0000","0.0000","0.3830","3.0000","0.4681","0.1489","0.2553","0.1277","4.0000","0.2766","0.2979","0.2340","0.1702","0.0213"
"58",2014,"2.3","5","Race","Non-Resident Alien","Alyssa O'Rourke","(Alyssa O'Rourke) 2014 Non-Resident Alien - 58 applicants","0.234042553","11.29310345","10.46551724","1270.689655","54","2","0","2","0","0","0","0","58","0","27","31","17","0","0","0","27","27","9","11","11","14","24","9","9","2","1.0000","0.9310","0.0345","0.0000","0.0345","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","2.0000","0.4655","0.5345","0.2931","0.0000","0.0000","0.0000","0.4655","3.0000","0.4655","0.1552","0.1897","0.1897","4.0000","0.2414","0.4138","0.1552","0.1552","0.0345"
"64",2016,"2.3","5","Race","Non-Resident Alien","Alyssa O'Rourke","(Alyssa O'Rourke) 2016 Non-Resident Alien - 64 applicants","0.103448276","11.4296875","9.09375","1272.03125","57","0","7","0","0","0","0","0","64","0","25","39","25","0","1","0","33","33","12","7","12","22","22","9","11","0","1.0000","0.8906","0.0000","0.1094","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","2.0000","0.3906","0.6094","0.3906","0.0000","0.0156","0.0000","0.5156","3.0000","0.5156","0.1875","0.1094","0.1875","4.0000","0.3438","0.3438","0.1406","0.1719","0.0000"
"485",2010,"2.3","6","Race","White","Alyssa O'Rourke","(Alyssa O'Rourke) 2010 White - 485 applicants","0","10.05051546","9.662886598","1328.164948","373","57","28","27","0","0","0","485","0","0","221","264","341","43","27","12","28","216","200","58","11","97","224","87","65","12","1.0000","0.7691","0.1175","0.0577","0.0557","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","2.0000","0.4557","0.5443","0.7031","0.0887","0.0557","0.0247","0.0577","3.0000","0.4454","0.4124","0.1196","0.0227","4.0000","0.2000","0.4619","0.1794","0.1340","0.0247"
"556",2013,"2.3","6","Race","White","Alyssa O'Rourke","(Alyssa O'Rourke) 2013 White - 556 applicants","0.146391753","10.61330935","8.582733813","1327.158273","437","76","17","26","0","0","0","556","0","0","257","299","366","52","42","11","38","275","174","83","24","118","232","118","83","5","1.0000","0.7860","0.1367","0.0306","0.0468","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","2.0000","0.4622","0.5378","0.6583","0.0935","0.0755","0.0198","0.0683","3.0000","0.4946","0.3129","0.1493","0.0432","4.0000","0.2122","0.4173","0.2122","0.1493","0.0090"
"561",2014,"2.3","6","Race","White","Alyssa O'Rourke","(Alyssa O'Rourke) 2014 White - 561 applicants","0.008992806","10.22994652","8.625668449","1340.516934","445","63","7","46","0","0","0","561","0","0","269","292","371","48","27","18","43","271","193","80","17","133","205","133","83","7","1.0000","0.7932","0.1123","0.0125","0.0820","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","2.0000","0.4795","0.5205","0.6613","0.0856","0.0481","0.0321","0.0766","3.0000","0.4831","0.3440","0.1426","0.0303","4.0000","0.2371","0.3654","0.2371","0.1480","0.0125"
"497",2016,"2.3","6","Race","White","Alyssa O'Rourke","(Alyssa O'Rourke) 2016 White - 497 applicants","-0.114081996","10.20321932","8.426559356","1343.078471","405","8","84","0","0","0","0","497","0","0","242","255","311","37","22","6","56","244","172","61","20","133","166","116","74","8","1.0000","0.8149","0.0161","0.1690","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","0.0000","2.0000","0.4869","0.5131","0.6258","0.0744","0.0443","0.0121","0.1127","3.0000","0.4909","0.3461","0.1227","0.0402","4.0000","0.2676","0.3340","0.2334","0.1489","0.0161"
"6801",2010,"3","1","Cohort","Female","TOTAL","2010 Female - 6801 applicants","0","9.8288","9.9362","1319.5324","4831","966","453","551","321","654","780","4407","433","206","0","6801","4755","578","444","80","740","3579","2042","704","476","2040","3058","866","643","194","2.0000","0.7103","0.1420","0.0666","0.0810","1.0000","0.0472","0.0962","0.1147","0.6480","0.0637","0.0303","0.0000","0.0000","1.0000","0.6992","0.0850","0.0653","0.0118","0.1088","3.0000","0.5262","0.3002","0.1035","0.0700","4.0000","0.3000","0.4496","0.1273","0.0945","0.0285"
"7846",2011,"3","1","Cohort","Female","TOTAL","2011 Female - 7846 applicants","0.153653874","10.4483","10.0929","1317.089","5914","940","481","511","396","753","963","4898","609","227","0","7846","5296","642","508","88","924","4190","2192","835","629","2347","3370","1198","703","228","2.0000","0.7538","0.1198","0.0613","0.0651","1.0000","0.0505","0.0960","0.1227","0.6243","0.0776","0.0289","0.0000","0.0000","1.0000","0.6750","0.0818","0.0647","0.0112","0.1178","3.0000","0.5340","0.2794","0.1064","0.0802","4.0000","0.2991","0.4295","0.1527","0.0896","0.0291"
"8181",2012,"3","1","Cohort","Female","TOTAL","2012 Female - 8181 applicants","0.042696916","10.5497","9.416","1314.8759","6265","987","460","469","396","915","1111","4736","710","313","0","8181","5236","652","489","84","1211","4348","2185","822","826","2570","3366","1283","770","192","2.0000","0.7658","0.1206","0.0562","0.0573","1.0000","0.0484","0.1118","0.1358","0.5789","0.0868","0.0383","0.0000","0.0000","1.0000","0.6400","0.0797","0.0598","0.0103","0.1480","3.0000","0.5315","0.2671","0.1005","0.1010","4.0000","0.3141","0.4114","0.1568","0.0941","0.0235"
"8592",2013,"3","1","Cohort","Female","TOTAL","2013 Female - 8592 applicants","0.050238357","10.621","8.8224","1318.1203","6663","993","406","530","430","915","1131","5092","777","247","0","8592","5527","682","465","84","1158","4576","2230","850","936","2317","3651","1371","1099","154","2.0000","0.7755","0.1156","0.0473","0.0617","1.0000","0.0500","0.1065","0.1316","0.5926","0.0904","0.0287","0.0000","0.0000","1.0000","0.6433","0.0794","0.0541","0.0098","0.1348","3.0000","0.5326","0.2595","0.0989","0.1089","4.0000","0.2697","0.4249","0.1596","0.1279","0.0179"
"8767",2014,"3","1","Cohort","Female","TOTAL","2014 Female - 8767 applicants","0.020367784","10.3036","8.6601","1321.5171","6912","960","110","785","467","988","1206","4958","878","270","0","8767","5569","644","448","95","1623","4734","2163","887","983","2877","3137","1535","1021","197","2.0000","0.7884","0.1095","0.0125","0.0895","1.0000","0.0533","0.1127","0.1376","0.5655","0.1001","0.0308","0.0000","0.0000","1.0000","0.6352","0.0735","0.0511","0.0108","0.1851","3.0000","0.5400","0.2467","0.1012","0.1121","4.0000","0.3282","0.3578","0.1751","0.1165","0.0225"
"8753",2015,"3","1","Cohort","Female","TOTAL","2015 Female - 8753 applicants","-0.001596897","10.5759","8.3518","1313.0607","7034","939","38","742","544","938","1301","4951","760","259","0","8753","5801","712","481","73","1713","4684","2206","825","1038","2947","2990","1605","1039","172","2.0000","0.8036","0.1073","0.0043","0.0848","1.0000","0.0622","0.1072","0.1486","0.5656","0.0868","0.0296","0.0000","0.0000","1.0000","0.6627","0.0813","0.0550","0.0083","0.1957","3.0000","0.5351","0.2520","0.0943","0.1186","4.0000","0.3367","0.3416","0.1834","0.1187","0.0197"
"8530",2016,"3","1","Cohort","Female","TOTAL","2016 Female - 8530 applicants","-0.025476979","10.6471864","8.479073857","1303.038687","6818","186","1514","12","655","836","1321","4696","691","331","0","8530","5570","660","423","80","1769","4657","2121","752","1000","3042","2900","1480","976","132","2.0000","0.7993","0.0218","0.1775","0.0014","1.0000","0.0768","0.0980","0.1549","0.5505","0.0810","0.0388","0.0000","0.0000","1.0000","0.6530","0.0774","0.0496","0.0094","0.2074","3.0000","0.5460","0.2487","0.0882","0.1172","4.0000","0.3566","0.3400","0.1735","0.1144","0.0155"
"7144",2010,"3","2","Cohort","Male","TOTAL","2010 Male - 7144 applicants","0","9.6498","10.0533","1343.9208","4944","1102","522","576","249","619","738","4792","555","191","7144","0","5055","706","504","114","696","3313","2533","817","481","1686","2156","1554","1560","188","2.0000","0.6920","0.1543","0.0731","0.0806","1.0000","0.0349","0.0866","0.1033","0.6708","0.0777","0.0267","0.0000","1.0000","0.0000","0.7076","0.0988","0.0705","0.0160","0.0974","3.0000","0.4637","0.3546","0.1144","0.0673","4.0000","0.2360","0.3018","0.2175","0.2184","0.0263"
"7880",2011,"3","2","Cohort","Male","TOTAL","2011 Male - 7880 applicants","0.103023516","10.1676","10.1511","1342.7322","5800","1081","508","491","299","698","887","5138","659","199","7880","0","5455","676","494","113","861","3740","2639","899","602","1860","2338","1831","1707","144","2.0000","0.7360","0.1372","0.0645","0.0623","1.0000","0.0379","0.0886","0.1126","0.6520","0.0836","0.0253","0.0000","1.0000","0.0000","0.6923","0.0858","0.0627","0.0143","0.1093","3.0000","0.4746","0.3349","0.1141","0.0764","4.0000","0.2360","0.2967","0.2324","0.2166","0.0183"
"7987",2012,"3","2","Cohort","Male","TOTAL","2012 Male - 7987 applicants","0.01357868","10.1915","9.5069","1343.9552","5974","1028","496","489","315","822","844","5070","702","234","7987","0","5133","678","493","111","982","3708","2658","921","700","1852","2227","1967","1809","132","2.0000","0.7480","0.1287","0.0621","0.0612","1.0000","0.0394","0.1029","0.1057","0.6348","0.0879","0.0293","0.0000","1.0000","0.0000","0.6427","0.0849","0.0617","0.0139","0.1229","3.0000","0.4643","0.3328","0.1153","0.0876","4.0000","0.2319","0.2788","0.2463","0.2265","0.0165"
"8450",2013,"3","2","Cohort","Male","TOTAL","2013 Male - 8450 applicants","0.0579692","10.326","8.9456","1344.768","6462","1078","391","519","331","860","1007","5283","758","211","8450","0","5533","733","477","123","998","4078","2616","979","777","1682","2406","2121","2130","111","2.0000","0.7647","0.1276","0.0463","0.0614","1.0000","0.0392","0.1018","0.1192","0.6252","0.0897","0.0250","0.0000","1.0000","0.0000","0.6548","0.0867","0.0564","0.0146","0.1181","3.0000","0.4826","0.3096","0.1159","0.0920","4.0000","0.1991","0.2847","0.2510","0.2521","0.0131"
"8542",2014,"3","2","Cohort","Male","TOTAL","2014 Male - 8542 applicants","0.010887574","9.8976","8.7266","1351.6647","6626","1051","143","722","339","838","1049","5284","827","205","8542","0","5750","723","523","134","1294","3999","2722","955","866","1921","1814","2389","2266","152","2.0000","0.7757","0.1230","0.0167","0.0845","1.0000","0.0397","0.0981","0.1228","0.6186","0.0968","0.0240","0.0000","1.0000","0.0000","0.6731","0.0846","0.0612","0.0157","0.1515","3.0000","0.4682","0.3187","0.1118","0.1014","4.0000","0.2249","0.2124","0.2797","0.2653","0.0178"
"8588",2015,"3","2","Cohort","Male","TOTAL","2015 Male - 8588 applicants","0.005385156","9.958","8.4185","1348.0205","6730","1069","53","736","389","860","1076","5197","816","250","8588","0","5846","733","514","114","1342","4039","2679","873","997","1879","1767","2517","2294","131","2.0000","0.7837","0.1245","0.0062","0.0857","1.0000","0.0453","0.1001","0.1253","0.6051","0.0950","0.0291","0.0000","1.0000","0.0000","0.6807","0.0854","0.0599","0.0133","0.1563","3.0000","0.4703","0.3119","0.1017","0.1161","4.0000","0.2188","0.2058","0.2931","0.2671","0.0153"
"8336",2016,"3","2","Cohort","Male","TOTAL","2016 Male - 8336 applicants","-0.02934327","10.05746161","8.477807102","1341.055662","6497","234","1588","17","464","758","1089","4976","785","264","8336","0","5599","651","461","100","1369","4034","2520","830","952","1849","1621","2430","2290","146","2.0000","0.7794","0.0281","0.1905","0.0020","1.0000","0.0557","0.0909","0.1306","0.5969","0.0942","0.0317","0.0000","1.0000","0.0000","0.6717","0.0781","0.0553","0.0120","0.1642","3.0000","0.4839","0.3023","0.0996","0.1142","4.0000","0.2218","0.1945","0.2915","0.2747","0.0175"
"9810",2010,"3","3","Cohort","Catholic","TOTAL","2010 Catholic - 9810 applicants","0","9.6044","9.9669","1336.8135","6680","1701","631","798","194","510","1278","7286","294","248","5055","4755","9810","1119","851","126","796","4463","4127","836","384","2586","3701","1634","1649","240","2.0000","0.6809","0.1734","0.0643","0.0813","1.0000","0.0198","0.0520","0.1303","0.7427","0.0300","0.0253","0.0000","0.5153","0.4847","1.0000","0.1141","0.0867","0.0128","0.0811","3.0000","0.4549","0.4207","0.0852","0.0391","4.0000","0.2636","0.3773","0.1666","0.1681","0.0245"
"10751",2011,"3","3","Cohort","Catholic","TOTAL","2011 Catholic - 10751 applicants","0.095922528","10.3054","10.0849","1330.2344","7743","1658","633","717","242","550","1558","7801","350","250","5455","5296","10751","1141","895","134","1028","4997","4355","896","503","2882","3936","1980","1730","223","2.0000","0.7202","0.1542","0.0589","0.0667","1.0000","0.0225","0.0512","0.1449","0.7256","0.0326","0.0233","0.0000","0.5074","0.4926","1.0000","0.1061","0.0832","0.0125","0.0956","3.0000","0.4648","0.4051","0.0833","0.0468","4.0000","0.2681","0.3661","0.1842","0.1609","0.0207"
"10369",2012,"3","3","Cohort","Catholic","TOTAL","2012 Catholic - 10369 applicants","-0.035531578","10.3429","9.4073","1329.9228","7426","1681","609","653","233","605","1582","7358","307","284","5133","5236","10369","1137","882","125","1226","4765","4260","813","531","2864","3597","1994","1714","200","2.0000","0.7162","0.1621","0.0587","0.0630","1.0000","0.0225","0.0583","0.1526","0.7096","0.0296","0.0274","0.0000","0.4950","0.5050","1.0000","0.1097","0.0851","0.0121","0.1182","3.0000","0.4595","0.4108","0.0784","0.0512","4.0000","0.2762","0.3469","0.1923","0.1653","0.0193"
"11060",2013,"3","3","Cohort","Catholic","TOTAL","2013 Catholic - 11060 applicants","0.066640949","10.4162","8.7716","1332.4629","8137","1699","494","730","221","582","1701","7918","363","275","5533","5527","11060","1241","842","133","1161","5144","4366","931","619","2686","3898","2172","2149","155","2.0000","0.7357","0.1536","0.0447","0.0660","1.0000","0.0200","0.0526","0.1538","0.7159","0.0328","0.0249","0.0000","0.5003","0.4997","1.0000","0.1122","0.0761","0.0120","0.1050","3.0000","0.4651","0.3948","0.0842","0.0560","4.0000","0.2429","0.3524","0.1964","0.1943","0.0140"
"11319",2014,"3","3","Cohort","Catholic","TOTAL","2014 Catholic - 11319 applicants","0.023417722","10.1346","8.6214","1336.4803","8525","1623","148","1023","234","687","1829","7839","451","279","5750","5569","11319","1185","881","140","1535","5250","4427","955","687","3154","3188","2464","2316","197","2.0000","0.7532","0.1434","0.0131","0.0904","1.0000","0.0207","0.0607","0.1616","0.6926","0.0398","0.0246","0.0000","0.5080","0.4920","1.0000","0.1047","0.0778","0.0124","0.1356","3.0000","0.4638","0.3911","0.0844","0.0607","4.0000","0.2786","0.2817","0.2177","0.2046","0.0174"
